"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
5.42872509827872e-07,4.12675509049236e-76,1.43349614741132e-24,4.78485947675526e-35,4.06031414319186e-70,4.10096880441589e-27,6.32733995277272e-31,3.46894737242101e-164,1.64363426646679e-146,5.10331843990134e-29
0.0128596619002798,5.08172181997175e-86,1.19875031043339e-28,1.89223572171006e-46,4.81317990893453e-76,1.7950889547503e-36,2.99709886018123e-31,2.6620774602206e-143,4.80676644323523e-189,7.42343397143739e-38
0.000274130729853565,3.72504364674579e-87,2.39525896021445e-25,2.78404049353517e-31,7.38637051955283e-61,1.38800242595939e-23,1.98188544723014e-30,7.34470614869671e-143,5.1576888098261e-167,2.3702247502415e-47
5.08230181825416e-09,1.32702032544702e-89,3.76768335732996e-39,6.45866302190175e-30,1.28232257936237e-124,1.42130172396871e-26,1.3202758918174e-39,1.95139912037446e-168,8.04330129982707e-153,4.00567289349613e-36
0.00169951371431476,7.10104890074096e-77,1.7195332776604e-25,1.06752850244237e-32,2.47014373943213e-68,6.34119902601781e-35,7.40046740277348e-27,1.41483703538042e-132,2.87846830393278e-149,5.23752306144269e-32
0.00266286815145389,2.71702922349716e-67,1.97645956090622e-28,1.69154199953053e-29,4.01208099552629e-86,4.38187590914218e-27,4.35882433456238e-25,2.75161583651625e-135,3.96432889258167e-134,2.32486254565423e-35
4.17186900090079e-07,4.40259267322389e-94,3.69124245879879e-34,1.68272002885022e-41,1.97254983980507e-90,6.26574351575267e-39,2.25327549800134e-34,1.60291053647719e-173,8.09436555994997e-178,1.9676001114566e-58
3.61991869990134e-11,2.82207838486457e-94,4.75935325129924e-45,5.37698599569237e-35,2.33667724136037e-87,3.25677244545323e-34,2.73908480655432e-43,8.75085928897236e-171,5.21170148462927e-197,4.38658429931627e-47
6.17545266385817e-07,1.90818802992501e-91,7.8669457767176e-22,2.18663806444186e-39,4.88026026232635e-70,1.98032111685778e-32,1.73391724153929e-40,1.90787612055548e-156,1.67708307860438e-190,1.83551880623229e-40
1.91302962356221e-09,1.16257157247113e-86,8.01683673379127e-24,4.19920201404355e-34,8.15223322977304e-124,5.17726744446102e-35,3.74914228481152e-36,4.13046640519961e-121,4.00332982819742e-152,8.9097126589714e-37
1.82517110713557e-08,2.29447889225112e-99,8.68477868583345e-24,6.79239038671939e-40,2.95073683960744e-93,8.75098756996056e-37,8.70020600526719e-37,2.52579124670406e-111,2.44078700159208e-182,1.97451016080771e-46
3.65012808678571e-07,7.77782717690132e-78,1.25879090442595e-27,1.32846989289226e-30,8.18477943852995e-104,2.91618957334353e-28,1.41977250459558e-28,5.04685820780327e-131,1.33575577376316e-151,2.32266465844068e-45
2.51516263281269e-07,8.95012772581605e-76,5.75780092264816e-32,1.98784963715452e-42,2.14536989272534e-72,5.29795785087861e-27,3.1059207089367e-33,1.88539855652412e-137,1.33995678908886e-159,7.46979750851581e-51
3.93336060577612e-07,3.913416091006e-105,1.40546920127793e-36,5.54184123511749e-32,3.17747243251445e-66,6.08070389085263e-24,1.61513115277153e-24,5.09141549005186e-152,2.69094308013205e-164,2.02247360709445e-42
4.93793025573799e-11,1.8423263852191e-80,2.58465665273198e-25,1.83932625485591e-35,2.5671937924493e-82,4.33652758904853e-22,2.90849423168633e-30,3.38646038203171e-136,7.14406239138323e-158,1.21338884353011e-46
1.88955315140168e-08,7.77975297212946e-92,2.25305379148634e-28,4.28198219320073e-32,1.2879251461169e-60,5.87038433898372e-24,7.20944456919691e-31,3.91570046632811e-127,4.32838939197731e-187,5.08005954060918e-44
2.03372192707175e-06,7.08453920505245e-85,1.50267195382001e-29,2.53492569248714e-30,2.04433255693444e-61,2.91541771745499e-25,3.7784829217409e-41,2.1958440711724e-149,1.88252034255388e-153,2.53671603040927e-33
0.000351018592928188,3.7829659168052e-83,7.19063028708967e-29,1.1948358339379e-37,1.26349650968851e-58,1.1032279698099e-24,1.21938676171063e-28,4.06330117951354e-158,1.06227994313942e-190,9.0881031336099e-42
9.16168614292361e-07,8.68716842373908e-77,3.88738347844424e-19,1.1487276399333e-35,1.17330544960372e-104,3.54478412759132e-23,4.68300699432703e-34,2.31835561512325e-139,3.5135102974301e-119,2.90222137379959e-32
4.40787788728167e-09,4.63745027323249e-108,2.92840235063112e-30,1.62849668630376e-40,2.32785511597463e-65,2.51326181447879e-23,2.10063241866603e-33,1.82366199597942e-127,2.46492498706964e-161,3.35750005393703e-41
2.32462633406953e-08,8.75339406811147e-88,1.19596763963213e-23,4.26968550192914e-38,8.80039803667963e-152,9.57547291431638e-26,4.10600069149873e-33,5.90889971867194e-92,2.01193880677085e-154,9.75671226693091e-36
1.52490759262391e-05,2.5730527636973e-82,1.5755007674625e-34,5.28519172191091e-29,1.03070449246564e-66,4.47184336432097e-34,3.51023137233419e-34,2.92116449700433e-133,6.60647196853276e-158,6.654700865698e-35
5.91470799085206e-06,9.23519701109314e-101,3.8133083743087e-25,6.32259792699683e-40,2.38389510342353e-100,2.56406836546867e-29,5.8888273059887e-32,5.62316262904822e-104,2.98432342550216e-181,2.69560094780724e-37
2.47683393633245e-06,5.49569155914759e-66,7.84577549101163e-23,5.04693813882403e-32,5.88477785078376e-62,6.10148822545998e-21,8.80990641107874e-33,2.41406118454707e-137,4.74536447774997e-177,8.46614811919842e-44
4.09495671563532e-06,5.95359397413162e-99,2.58871150486439e-34,4.78169718653307e-40,1.91823743422804e-63,1.79816451214128e-33,2.4070813769241e-36,9.47161812454797e-152,2.0239353935252e-158,6.61698396168433e-41
